a1,a2,a3,g1,g2,g3,LABEL
8108,-14580,-572,471,-937,-932,FALSE
8776,-13596,-688,249,-698,-463,FALSE
9348,-11740,-288,-2799,1216,1730,FALSE
8504,-12428,-672,-7502,3311,5119,FALSE
6492,-15304,-416,-9385,2907,5775,FALSE
5740,-17568,-1472,-6299,-67,3649,FALSE
5344,-19808,-1552,753,-4176,-1113,FALSE
7892,-16808,-1692,8134,-6251,-5321,FALSE
9724,-13336,-1556,9816,-5152,-5744,FALSE
10556,-9592,-744,4505,-1989,-1727,FALSE
8924,-10384,-440,-4426,1457,3519,FALSE
7312,-13592,-312,-10457,2948,6529,FALSE
7228,-15448,-1380,-12231,3274,7647,FALSE
6068,-17416,-1692,-10872,2258,5997,FALSE
6172,-20204,-2292,-2388,-991,-11,FALSE
6672,-18264,-2728,7315,-3238,-4457,FALSE
8712,-13192,-1620,9865,-2906,-5790,FALSE
9040,-10380,-1008,4222,378,-1223,FALSE
7640,-13116,-1176,-1481,1894,1228,FALSE
6624,-14860,-716,-3181,1572,2185,FALSE
7308,-15508,-988,-2924,247,1176,FALSE
7372,-16908,-1084,463,-1521,-1204,FALSE
8236,-15736,-1548,5617,-2620,-3348,FALSE
9024,-12332,-1292,4762,-363,-1274,FALSE
7380,-13680,-600,995,1212,997,FALSE
7008,-14340,88,-2688,1919,2097,FALSE
6588,-15588,-428,-4063,1326,2518,FALSE
6752,-16144,-324,-2581,134,1096,FALSE
7160,-16352,-1012,948,-1307,-1190,FALSE
7792,-14992,-1284,4408,-1657,-2841,FALSE
8656,-12868,-484,3592,186,-1039,FALSE
8160,-13676,744,390,1742,734,FALSE
8080,-14212,1496,-2667,2222,1738,FALSE
8040,-14712,1000,-4913,2139,2465,FALSE
7020,-16448,32,-4037,827,1349,FALSE
7044,-16116,-1464,-904,-670,-558,FALSE
7156,-14564,-2228,1117,-1397,-1179,FALSE
7364,-13948,-2360,1371,-1211,-505,FALSE
7500,-14216,-1768,827,-557,229,FALSE
7312,-14660,-1192,374,-574,488,FALSE
7412,-15412,-520,542,-1161,181,FALSE
7728,-16052,0,1694,-1757,-753,FALSE
7772,-15940,452,2744,-2125,-1766,FALSE
8712,-14168,616,2064,-1446,-1652,FALSE
8548,-13560,396,-127,-78,-592,FALSE
8096,-14136,4,-1736,692,250,FALSE
8324,-13920,-160,-2689,1195,987,FALSE
8116,-14708,-368,-2918,1293,1375,FALSE
7848,-15384,-660,-2095,805,785,FALSE
7832,-15052,-888,-1011,347,29,FALSE
7744,-14440,-1240,-690,18,-88,FALSE
7568,-14172,-1384,-901,-110,221,FALSE
7636,-14252,-1628,-1095,-258,647,FALSE
7692,-14640,-1516,-844,-547,922,FALSE
7636,-14948,-956,-335,-1015,889,FALSE
7904,-14776,-752,-133,-1407,841,FALSE
8036,-14404,-480,-340,-1539,871,FALSE
7808,-14428,-600,-666,-1372,997,FALSE
7660,-14560,-536,-997,-1169,1081,FALSE
7496,-14784,-380,-1179,-930,1263,FALSE
7288,-15312,-484,-1235,-753,1287,FALSE
7336,-15516,-500,-1099,-635,1026,FALSE
7108,-15476,-644,-907,-484,665,FALSE
7364,-15400,-716,-918,-406,338,FALSE
7268,-15036,-952,-976,-363,170,FALSE
7468,-14860,-1048,-918,-195,66,FALSE
7596,-14572,-1104,-929,-118,28,FALSE
7656,-14532,-880,-909,10,174,FALSE
7648,-14728,-996,-855,39,217,FALSE
8040,-14136,-932,-1279,608,688,FALSE
7704,-14280,-1016,-2626,1409,1540,FALSE
7296,-15044,-1068,-3162,1531,1810,FALSE
7264,-15368,-1036,-2763,1366,1457,FALSE
7144,-15880,-868,-1345,612,510,FALSE
7408,-15656,-1068,252,68,-416,FALSE
7192,-15800,-1084,1453,-321,-1007,FALSE
6912,-15792,-968,2795,-1273,-2098,FALSE
7000,-15792,-1460,4275,-2330,-3140,FALSE
7588,-15264,-1472,6470,-3447,-4606,FALSE
8516,-14632,-1700,7930,-3537,-5285,FALSE
8616,-13336,-1040,7775,-3199,-4772,FALSE
9356,-11916,-252,5093,-1562,-2742,FALSE
8840,-12268,-72,107,915,568,FALSE
8244,-13456,700,-3158,1853,2328,FALSE
8156,-14084,652,-5360,2091,3542,FALSE
7556,-15496,192,-5369,1285,3228,FALSE
7400,-16276,-632,-2664,215,1633,FALSE
7392,-16292,-904,792,-601,-261,FALSE
7684,-15012,-700,2381,-1169,-1041,FALSE
7964,-14224,-232,2312,-1512,-1122,FALSE
8548,-12988,-576,237,-603,291,FALSE
8204,-13776,-628,-1812,386,1679,FALSE
8456,-13568,-380,-3602,1594,2969,FALSE
7624,-14764,8,-4867,1825,3548,FALSE
7376,-15796,24,-4440,1095,3055,FALSE
6836,-16508,-464,-2455,-11,1518,FALSE
6804,-16812,-976,1046,-1398,-909,FALSE
6616,-16676,-1256,5188,-3434,-3439,FALSE
8128,-15192,-1060,8085,-3936,-4872,FALSE
8476,-13404,-720,7362,-3105,-4279,FALSE
8324,-13460,-164,5254,-1942,-2901,FALSE
8392,-13364,552,2116,-554,-1226,FALSE
8420,-13352,1032,-828,250,435,FALSE
8260,-14200,636,-2207,380,1208,FALSE
9748,-11184,-40,-5183,2204,2942,FALSE
8696,-11412,-684,-11042,5892,7390,FALSE
6608,-14864,-728,-13250,6552,8320,FALSE
6400,-17068,-504,-11721,5094,7255,FALSE
6320,-18928,-736,-7009,1815,3237,FALSE
5112,-20364,-1060,2934,-3163,-2689,FALSE
7120,-17648,-1516,11494,-6353,-7738,FALSE
8636,-14196,-1428,14493,-6397,-8888,FALSE
9868,-10296,-556,11583,-3851,-6375,FALSE
9268,-10560,-108,3573,37,-1439,FALSE
8176,-12988,208,-2899,1741,1612,FALSE
8508,-13836,204,-5122,2720,3103,FALSE
8160,-13588,304,-6960,2861,4358,FALSE
7148,-17036,-176,-5531,525,2735,FALSE
7696,-17056,-708,301,-1875,-444,FALSE
7384,-16432,-976,5042,-2731,-2639,FALSE
8652,-13440,-4,6643,-2500,-3442,FALSE
8884,-12196,204,3091,-248,-744,FALSE
8040,-13320,648,-1147,1206,1380,FALSE
7992,-13988,848,-4091,2198,2572,FALSE
7604,-15028,540,-5519,2108,3063,FALSE
6728,-16776,320,-3953,456,1521,FALSE
7236,-16572,-572,243,-1194,-988,FALSE
7428,-15684,-780,3492,-2129,-2372,FALSE
8108,-14332,-668,4740,-2533,-3040,FALSE
8448,-13440,-732,4160,-2343,-2554,FALSE
8508,-13344,-444,2559,-1778,-1469,FALSE
8560,-13488,-108,1145,-1168,-498,FALSE
8800,-13844,320,0,-412,515,FALSE
8376,-14584,856,-487,-313,749,FALSE
8188,-14800,928,-521,-732,487,FALSE
8260,-14724,772,-412,-871,256,FALSE
8272,-14496,376,-200,-754,210,FALSE
8340,-14400,288,-328,-525,263,FALSE
8444,-14436,352,-618,-217,360,FALSE
8288,-14400,500,-1011,175,568,FALSE
8268,-14472,480,-1475,215,766,FALSE
8244,-14488,172,-1711,141,812,FALSE
8096,-14656,-44,-1469,56,659,FALSE
7988,-14740,-92,-980,-156,454,FALSE
8040,-14688,-236,-551,-297,204,FALSE
8108,-14560,-232,-195,-375,61,FALSE
8192,-14348,-152,93,-515,-39,FALSE
8268,-14300,-56,145,-514,-12,FALSE
8308,-14396,-24,116,-419,22,FALSE
8208,-14456,8,32,-328,130,FALSE
8136,-14556,328,-16,-243,232,FALSE
8324,-14612,368,-30,-188,318,FALSE
8416,-14536,440,-404,50,367,FALSE
8328,-14608,272,-652,227,231,FALSE
8096,-14808,336,-613,286,78,FALSE
8056,-14872,604,-23,50,-378,FALSE
8224,-14608,268,143,-52,-419,FALSE
8056,-14372,396,44,-113,-314,FALSE
8144,-14264,284,-338,17,24,FALSE
8160,-13992,-36,-1252,421,602,FALSE
9016,-12592,16,-4074,2213,2581,FALSE
7892,-13864,-216,-7373,3608,4805,FALSE
7384,-15020,-500,-8237,3606,4977,FALSE
7540,-16380,-972,-6950,2880,3729,FALSE
6828,-17368,-620,-2541,1245,768,FALSE
7388,-16320,-432,2221,-282,-1693,FALSE
8540,-14404,-96,3719,-768,-2362,FALSE
8476,-14132,88,3537,-847,-2533,FALSE
8500,-14196,320,3177,-881,-2386,FALSE
8032,-14760,328,3421,-1010,-2389,FALSE
7768,-15184,336,4278,-1659,-2703,FALSE
8248,-14864,384,4959,-2087,-3122,FALSE
8640,-13892,632,4418,-1780,-2874,FALSE
9224,-12736,556,1956,-265,-1472,FALSE
8496,-12836,572,-1813,1175,751,FALSE
8640,-13500,236,-4104,2101,2254,FALSE
7960,-14424,84,-4993,2486,3016,FALSE
7680,-15212,84,-4103,1721,2653,FALSE
8028,-15416,152,-2490,841,1656,FALSE
8172,-15280,128,-933,99,582,FALSE
8264,-15048,176,412,-517,-385,FALSE
8424,-14412,268,1094,-716,-731,FALSE
8352,-14744,404,1653,-1068,-1033,FALSE
8500,-14648,648,2510,-1394,-1431,FALSE
8832,-14232,744,2377,-1217,-1471,FALSE
8600,-14156,676,1827,-926,-1222,FALSE
8384,-13868,744,934,-606,-757,FALSE
8544,-13580,496,-446,-58,90,FALSE
8068,-14484,300,-1268,89,650,FALSE
8192,-14772,316,-1034,165,581,FALSE
8596,-14252,480,-1101,407,649,FALSE
8728,-13444,472,-2119,812,1231,FALSE
8580,-13356,664,-3888,1454,2325,FALSE
8220,-14240,532,-4672,1361,2952,FALSE
8100,-15024,-12,-4222,916,2689,FALSE
8080,-15424,172,-2589,276,1782,FALSE
8360,-15340,272,-825,-198,776,FALSE
8488,-14624,304,29,-395,115,FALSE
8492,-14224,608,-65,-306,108,FALSE
8188,-14292,536,-640,-21,433,FALSE
7980,-14744,540,-855,17,538,FALSE
7812,-14808,404,-886,-47,479,FALSE
7692,-15128,372,-701,-248,331,FALSE
7776,-14856,100,-549,-464,223,FALSE
7764,-15048,188,-460,-642,29,FALSE
6984,-16088,-160,889,-1780,-837,FALSE
7620,-15860,-384,3572,-3197,-2523,FALSE
8296,-14880,-216,5307,-3683,-3493,FALSE
8628,-13940,-300,5805,-3535,-3762,FALSE
9168,-12888,-116,4596,-2476,-3045,FALSE
9632,-11384,472,741,-231,-512,FALSE
9472,-11412,484,-3978,1663,2651,FALSE
8376,-12792,324,-8489,3306,5705,FALSE
7564,-15080,-512,-9640,2894,6505,FALSE
6776,-17200,-644,-6835,1307,4550,FALSE
6944,-17640,-504,-2208,-538,1446,FALSE
7224,-16688,-564,2422,-2109,-1381,FALSE
7408,-15660,28,5533,-3819,-3368,FALSE
8928,-14188,-88,6721,-4266,-4008,FALSE
9940,-13224,108,6228,-3204,-3492,FALSE
10456,-11620,728,3268,-762,-1614,FALSE
9176,-12124,1200,-1649,1387,1321,FALSE
9004,-12840,1252,-5905,3127,3713,FALSE
8144,-14044,612,-8218,3534,4926,FALSE
6976,-16244,116,-7856,2613,4521,FALSE
6468,-17488,-220,-3956,530,2110,FALSE
6648,-17132,-600,316,-884,-403,FALSE
6540,-16600,-820,3796,-2546,-2578,FALSE
7328,-15828,-828,7119,-4335,-4744,FALSE
8956,-14316,-612,8970,-4227,-5371,FALSE
9772,-12532,268,8009,-2695,-4508,FALSE
9856,-10448,800,2799,22,-1111,FALSE
8356,-12440,1400,-2723,1140,1862,FALSE
8500,-14056,1296,-4793,1777,3074,FALSE
7832,-15240,784,-5191,1914,3500,FALSE
6568,-18284,748,-1328,-543,436,FALSE
7564,-17280,628,3703,-2487,-2712,FALSE
8784,-14628,500,6036,-3015,-4267,FALSE
9632,-12712,628,5278,-2073,-3680,FALSE
10144,-10768,968,544,247,-577,FALSE
8984,-12036,836,-4493,1596,2588,FALSE
8380,-13616,676,-6786,2391,4094,FALSE
8652,-14020,340,-7432,2435,4838,FALSE
7716,-16192,280,-6025,1249,3914,FALSE
6776,-18384,408,-133,-2084,-323,FALSE
7680,-16736,232,5970,-4557,-3976,FALSE
9116,-13932,300,8362,-5169,-5110,FALSE
9904,-12148,1068,7005,-4308,-4137,FALSE
10428,-9864,1200,993,-1446,115,FALSE
8984,-11856,880,-5877,828,3643,FALSE
8180,-13576,540,-9608,1859,5354,FALSE
8432,-14676,-392,-10434,2869,5945,FALSE
7632,-15456,-1204,-8800,3031,5390,FALSE
6496,-18100,-1164,-4616,903,2512,FALSE
6596,-18176,-1316,2035,-1938,-1774,FALSE
7376,-15848,-892,6399,-3224,-3815,FALSE
9024,-12896,-568,6475,-2329,-3341,FALSE
8720,-12480,-48,2783,-595,-930,FALSE
7612,-14416,420,-37,50,259,FALSE
7224,-16244,548,1164,-1038,-1164,FALSE
8292,-15232,424,2927,-2097,-2452,FALSE
8620,-15380,472,4788,-2897,-3368,FALSE
9808,-11876,168,4008,-1606,-2221,FALSE
9760,-10316,-40,-1685,1097,2003,FALSE
8628,-12532,460,-8721,3314,4821,FALSE
8884,-14448,328,-11355,4438,5597,FALSE
8428,-14376,-48,-12736,5746,6082,FALSE
7848,-15740,0,-12924,5627,5956,FALSE
6844,-19272,-428,-8574,3417,2591,FALSE
7108,-19008,-268,368,621,-2568,FALSE
8264,-16420,-12,4848,-348,-4746,FALSE
8808,-14788,440,6342,-270,-5616,FALSE
9204,-12740,392,5039,714,-4605,FALSE
9124,-10604,-52,102,2382,-1774,FALSE
7968,-11112,-424,-6325,3446,1269,FALSE
8020,-13216,-740,-9610,4509,3419,FALSE
7388,-14776,-1176,-10309,4541,4225,FALSE
6476,-15516,-2012,-8010,3067,3907,FALSE
5564,-16744,-2140,-4574,235,1890,FALSE
6240,-17660,-2444,615,-2256,-278,FALSE
7708,-16132,-2196,4278,-2704,-1561,FALSE
7976,-14636,-1748,5451,-2881,-2522,FALSE
8224,-14200,-1576,4752,-2958,-2737,FALSE
8644,-14316,-1000,3784,-2758,-2522,FALSE
9132,-13740,36,2565,-1912,-1739,FALSE
9340,-13280,376,764,-1274,-710,FALSE
8980,-13036,460,-1231,-924,271,FALSE
9160,-13556,196,-2741,-557,1235,FALSE
8676,-14248,176,-3345,-225,1486,FALSE
8032,-15752,64,-2156,-676,647,FALSE
7100,-15796,-180,128,-1985,-1301,FALSE
8308,-15256,-420,3089,-3776,-3467,FALSE
9896,-13320,-708,4477,-3405,-3449,FALSE
10252,-11032,-652,1603,-1372,-212,FALSE
8888,-10832,-868,-5943,1724,3978,FALSE
8200,-12676,-684,-11132,3299,6105,FALSE
8452,-15020,-2004,-12739,4103,7041,FALSE
6808,-16832,-2004,-10127,2532,5962,FALSE
5596,-19048,-2160,-4083,-1855,818,FALSE
6444,-19400,-3160,6702,-6720,-6320,FALSE
9560,-15900,-3256,14723,-7647,-9436,FALSE
11776,-8988,-836,13770,-4549,-5984,FALSE
10200,-7588,372,2156,-163,1084,FALSE
8792,-10552,136,-9522,2968,5488,FALSE
7984,-13672,-496,-14588,3700,7122,FALSE
8360,-16192,-2548,-14639,5452,7500,FALSE
5024,-16532,-2632,-9671,3766,5068,FALSE
6680,-20128,-2864,-2318,-2648,-1393,FALSE
7460,-18772,-3344,11919,-7074,-8950,FALSE
10528,-9452,-3200,13172,-3335,-4769,FALSE
8444,-10728,-2228,4859,-821,1441,FALSE
7400,-13008,-444,-2858,972,2813,FALSE
8288,-12820,-280,-6882,1374,3902,FALSE
7936,-13312,-2008,-9574,3448,5382,FALSE
6272,-16148,-1080,-9230,1195,4591,FALSE
7144,-19156,-1344,-2792,-2374,850,FALSE
8232,-18596,-1648,6341,-3697,-2952,FALSE
9580,-14384,-636,10526,-3776,-4183,FALSE
10588,-9892,-604,6560,-1560,-1421,FALSE
9412,-10020,-1288,-1451,1065,2640,FALSE
8488,-12696,-1076,-7514,2969,4544,FALSE
8064,-13404,-2076,-10447,4017,6205,FALSE
6692,-14420,-2404,-11588,3538,7518,FALSE
6180,-17092,-3368,-9099,988,5967,FALSE
6396,-17756,-4076,-3187,-1368,3620,FALSE
6052,-16352,-3372,2005,-3246,736,FALSE
7120,-15364,-3432,3184,-3861,-463,FALSE
7640,-14596,-2416,2777,-3940,-1256,FALSE
7780,-14568,-2272,2705,-4219,-1368,FALSE
7756,-14580,-2192,3377,-4003,-1458,FALSE
8228,-13456,-1636,2158,-2971,-161,FALSE
7520,-13804,-1780,-93,-1858,1955,FALSE
7840,-13300,-1748,-2860,-303,3837,FALSE
7552,-13480,-2008,-6563,2074,6518,FALSE
6908,-14472,-2316,-9235,4106,7939,FALSE
5528,-16104,-2824,-10321,4912,8137,FALSE
4764,-18600,-3920,-7058,3433,5487,FALSE
5364,-16988,-3968,-1146,703,1145,FALSE
7188,-13368,-4464,-821,1184,1047,FALSE
6324,-13060,-3900,-3432,2842,3612,FALSE
5216,-14848,-3636,-5630,2726,4556,FALSE
4732,-16072,-3940,-5749,1820,4155,FALSE
4040,-18292,-4564,-1601,-1252,946,FALSE
4084,-17992,-4964,4503,-4104,-3344,FALSE
5396,-16232,-4616,8311,-4910,-5331,FALSE
6072,-14472,-3768,8740,-4548,-4789,FALSE
6440,-13780,-2976,6265,-3505,-2992,FALSE
5904,-14344,-3196,2781,-2249,-1233,FALSE
5936,-15120,-2968,896,-1470,-580,FALSE
6300,-14652,-2972,-116,-624,126,FALSE
6016,-15080,-2856,-644,-362,337,FALSE
6636,-14492,-2832,-727,-392,444,FALSE
6276,-15016,-2900,-866,148,1212,FALSE
6200,-15504,-2416,-487,404,1048,FALSE
6508,-15328,-2232,-983,759,1178,FALSE
6216,-15752,-2344,-1803,716,1021,FALSE
6084,-16148,-2868,-915,479,29,FALSE
6116,-15532,-3148,277,372,-730,FALSE
6252,-14636,-2988,-22,411,-479,FALSE
6360,-13408,-3068,-2358,1089,839,FALSE
5364,-13832,-3444,-5414,1562,2564,FALSE
5272,-14924,-4244,-6426,1579,3177,FALSE
4524,-16628,-4736,-4583,737,2230,FALSE
4796,-17352,-4556,-164,-773,100,FALSE
5640,-16364,-4232,3279,-1874,-1962,FALSE
5692,-15740,-3568,5160,-2902,-3761,FALSE
6708,-15188,-3120,5874,-3163,-4583,FALSE
8252,-12896,-2228,3587,-1423,-2885,FALSE
7240,-13084,-1772,-558,270,234,FALSE
6908,-14436,-2112,-3555,1593,1337,FALSE
6784,-14868,-2548,-4625,2433,2223,FALSE
6400,-15856,-3072,-4112,3015,2097,FALSE
5348,-17308,-3008,-1065,1835,125,FALSE
6964,-14512,-3376,-307,2098,-133,FALSE
6748,-13068,-3468,-4009,3976,2375,FALSE
5116,-14776,-4004,-6798,4912,3581,FALSE
4840,-16704,-4376,-5213,3476,2611,FALSE
4352,-17200,-4104,-1579,1267,285,FALSE
5120,-17104,-4144,3078,-1687,-2635,FALSE
5396,-15988,-3708,6611,-3827,-4991,FALSE
6628,-15272,-3756,8694,-4278,-5905,FALSE
7392,-14772,-3316,10084,-4003,-6344,FALSE
8660,-12704,-2360,8949,-2262,-5368,FALSE
9228,-10168,-1296,1900,-43,-1310,FALSE
7548,-12776,-1156,-4334,1219,2147,FALSE
7336,-14752,-2132,-6381,1732,3569,FALSE
6420,-16752,-2432,-4782,1029,2483,FALSE
5792,-17692,-3120,385,-1268,-555,FALSE
6256,-16188,-3292,4938,-2955,-2960,FALSE
6888,-15028,-3164,7174,-3938,-4007,FALSE
7400,-14536,-2912,8079,-3624,-3946,FALSE
8340,-12976,-1364,5744,-1829,-1811,FALSE
7648,-12888,-688,-139,-326,1053,FALSE
7268,-14156,-804,-4359,623,2796,FALSE
6692,-15032,-2024,-5664,1406,3614,FALSE
6144,-16956,-2084,-4160,1551,2545,FALSE
5660,-17772,-1736,333,-227,124,FALSE
5988,-16532,-1876,3399,-1797,-1830,FALSE
7088,-15700,-1940,5651,-3008,-3213,FALSE
7592,-14708,-2116,6183,-2751,-3431,FALSE
8464,-12332,-1688,3421,-760,-1381,FALSE
7396,-12288,-1668,-1429,726,1940,FALSE
7032,-14176,-1940,-5350,1790,3964,FALSE
6548,-15708,-2148,-5391,1630,4219,FALSE
6048,-17288,-2164,-2758,409,2170,FALSE
5928,-17280,-2120,1442,-1518,-726,FALSE
6560,-15792,-2180,4040,-2397,-2475,FALSE
6924,-15116,-2416,5265,-2705,-3071,FALSE
7396,-13816,-2160,4963,-2319,-2675,FALSE
7820,-13032,-1872,2682,-984,-812,FALSE
7272,-14168,-1492,305,-225,548,FALSE
7124,-15408,-1312,-263,-379,453,FALSE
6872,-15680,-1944,506,-913,-162,FALSE
6600,-15728,-1976,1470,-1704,-1058,FALSE
6232,-15664,-1844,3321,-3107,-2135,FALSE
7832,-14312,-1708,4588,-3269,-2598,FALSE
8632,-13208,-916,2407,-1574,-797,FALSE
7576,-13964,-32,-403,-756,690,FALSE
7452,-14540,-208,-1767,-552,1402,FALSE
7272,-15232,-736,-2347,-573,1517,FALSE
6816,-16240,-920,-742,-1163,391,FALSE
7036,-15792,-1280,1356,-1804,-904,FALSE
7204,-15100,-1200,2322,-1968,-1535,FALSE
7816,-14908,-644,2785,-2429,-1861,FALSE
8128,-14456,-632,2588,-2282,-1772,FALSE
8244,-13792,-856,1503,-1949,-1261,FALSE
8264,-13388,-984,-762,-908,401,FALSE
7516,-14132,-624,-2186,-146,1876,FALSE
6980,-15404,-704,-2500,-310,2069,FALSE
7088,-16220,-892,-1021,-1292,800,FALSE
7280,-16736,-728,1729,-2349,-1253,FALSE
8004,-15488,-780,3863,-2918,-2772,FALSE
9560,-12604,-664,2606,-1710,-1866,FALSE
9100,-11636,-872,-1737,821,1477,FALSE
8064,-13208,-748,-5740,2909,4170,FALSE
7036,-14984,-880,-6901,2687,4856,FALSE
6460,-16452,-1556,-5811,1476,3747,FALSE
5836,-18868,-1884,-138,-1087,-425,FALSE
6516,-16780,-1900,5267,-3108,-3568,FALSE
8212,-13700,-1672,5848,-2932,-3832,FALSE
8280,-12872,-1052,2991,-1572,-1715,FALSE
7588,-13396,-1004,-175,-359,232,FALSE
7396,-14500,-952,-2090,418,1481,FALSE
7280,-15488,-1116,-1974,666,1522,FALSE
6872,-16456,-632,-288,-99,237,FALSE
6904,-17052,-820,2823,-1675,-2058,FALSE
8008,-14676,-1516,4608,-2275,-3023,FALSE
8556,-13016,-896,3411,-1140,-1784,FALSE
7820,-13032,-872,176,501,557,FALSE
7844,-13788,-744,-2652,1394,1731,FALSE
7820,-14140,-988,-4385,2028,2753,FALSE
6644,-16400,-1076,-3591,1463,2047,FALSE
6960,-16432,-1428,-410,-373,-169,FALSE
7756,-14808,-1324,1480,-1208,-1192,FALSE
7792,-13396,-1336,511,-559,-191,FALSE
7732,-13648,-1248,-1563,404,1339,FALSE
7800,-14040,-1184,-3637,1547,2660,FALSE
7296,-15128,-912,-4470,1834,2989,FALSE
6276,-16600,-944,-3343,676,2093,FALSE
6216,-17548,-1180,498,-1573,-864,FALSE
7108,-16740,-1460,5070,-3525,-3836,FALSE
8252,-14968,-1696,7282,-3793,-4930,FALSE
9108,-12464,-684,6118,-2440,-3826,FALSE
9264,-10856,-644,350,192,229,FALSE
8280,-12552,-372,-5544,2312,3367,FALSE
7312,-14104,-640,-7716,3124,5090,FALSE
6832,-15352,-1076,-8143,2843,5419,FALSE
6080,-18240,-1800,-5067,772,2924,FALSE
6184,-18416,-1720,1724,-2271,-1707,FALSE
7244,-15656,-1760,5858,-3217,-3864,FALSE
8760,-12956,-1084,5443,-2416,-3343,FALSE
8280,-12604,-824,1805,-934,-605,FALSE
7508,-14092,-700,-986,-110,1005,FALSE
8188,-14440,-804,-2251,554,1769,FALSE
7328,-15616,-632,-2283,640,1865,FALSE
7332,-16124,-896,-413,-495,138,FALSE
7616,-15340,-1144,1307,-1189,-841,FALSE
7856,-14388,-860,1618,-1182,-932,FALSE
8108,-13428,-1032,-28,-235,390,FALSE
7908,-13948,-600,-1915,720,1668,FALSE
7600,-14556,-692,-3263,1328,2411,FALSE
7056,-15636,-680,-2818,720,2059,FALSE
6804,-16348,-1040,-513,-793,381,FALSE
7032,-16020,-1136,1847,-1887,-1113,FALSE
7352,-15268,-1404,3718,-2651,-2242,FALSE
8036,-13896,-1092,3262,-2150,-1896,FALSE
7808,-13548,-920,1166,-1080,-273,FALSE
7348,-14244,-764,-905,-365,964,FALSE
7324,-15088,-972,-1562,-227,1293,FALSE
7372,-15444,-784,-1094,-309,1094,FALSE
7336,-15580,-724,-499,-523,542,FALSE
7612,-15112,-1004,271,-478,-92,FALSE
7652,-14828,-748,53,-674,-109,FALSE
7816,-14240,-832,-550,-322,299,FALSE
7668,-14488,-868,-1278,10,862,FALSE
8068,-13836,-1052,-2632,671,1664,FALSE
7664,-13920,-1180,-4472,1506,3031,FALSE
7100,-15108,-1312,-4775,1728,3231,FALSE
7096,-15504,-1196,-4142,1504,2937,FALSE
6372,-16528,-1084,-2518,442,1709,FALSE
6768,-16528,-1440,481,-1197,-619,FALSE
6876,-15924,-1532,2735,-2273,-2182,FALSE
7812,-14380,-1800,3741,-2356,-2825,FALSE
7824,-13896,-1580,2774,-1460,-1879,FALSE
7548,-13820,-1172,1042,-590,-622,FALSE
7536,-14220,-928,-751,198,605,FALSE
7216,-15172,-864,-1476,368,979,FALSE
7144,-15436,-812,-1205,195,745,FALSE
7216,-15188,-1152,-933,-91,378,FALSE
7656,-13764,-1368,-1999,535,1070,FALSE
7428,-13488,-1420,-4237,1921,2879,FALSE
7476,-13552,-1444,-6413,3300,4782,FALSE
6996,-15264,-1340,-7567,3676,5385,FALSE
6020,-16976,-1580,-6305,2349,4222,FALSE
5456,-18800,-2056,-1085,-719,53,FALSE
5676,-18772,-2084,6016,-3941,-4772,FALSE
8128,-15656,-2228,10740,-4836,-7613,FALSE
8904,-12960,-1568,10967,-3644,-7419,FALSE
9424,-10400,-836,5945,-1435,-3456,FALSE
8560,-10992,-572,-1863,1517,1232,FALSE
7888,-12796,-264,-8747,4747,5473,FALSE
6596,-14760,-672,-10961,5032,7213,FALSE
5736,-16128,-1108,-11476,4166,7095,FALSE
4276,-21504,-1988,-4722,242,1658,FALSE
5120,-20212,-2344,6256,-3865,-4965,FALSE
7552,-15700,-2396,12084,-5229,-8112,FALSE
9076,-11544,-1060,10523,-3642,-6637,FALSE
9128,-10260,-784,3231,-449,-1440,FALSE
7652,-12792,-272,-3258,1434,1977,FALSE
7704,-14484,-468,-5232,2344,3443,FALSE
7444,-14108,-708,-6751,3201,4577,FALSE
6564,-16780,-1144,-6436,1747,3677,FALSE
6196,-18836,-1284,-464,-1221,-861,FALSE
6816,-17424,-1844,5688,-2651,-4159,FALSE
7956,-14032,-1160,7555,-2751,-4977,FALSE
9036,-10652,-1232,2439,-258,-1256,FALSE
7964,-11848,-936,-4627,2449,3264,FALSE
7156,-14408,-820,-7694,3208,4873,FALSE
7404,-14400,-1136,-8713,3676,5881,FALSE
6504,-16736,-1476,-8040,2314,4732,FALSE
5296,-19456,-1932,-1365,-1220,-55,FALSE
7060,-16680,-2328,4788,-2692,-3321,FALSE
8612,-12632,-1320,4468,-1725,-2562,FALSE
7780,-12968,-1076,460,-173,353,FALSE
7548,-14356,-760,-1637,362,1186,FALSE
7760,-14576,-980,-2630,965,1925,FALSE
6980,-15852,-1056,-2380,796,1492,FALSE
6720,-16352,-1480,-381,-361,-153,FALSE
7048,-15632,-1488,1406,-917,-1141,FALSE
7288,-14448,-1772,1162,-813,-923,FALSE
7496,-14148,-1336,13,-136,12,FALSE
7188,-14480,-1500,-1161,313,750,FALSE
7156,-14980,-1636,-1497,391,976,FALSE
7156,-15284,-1428,-1162,328,893,FALSE
6736,-15688,-1468,-142,-392,38,FALSE
7152,-15120,-1744,721,-802,-535,FALSE
7340,-14524,-1720,786,-860,-543,FALSE
7536,-13888,-1464,-323,-237,322,FALSE
7636,-13632,-1544,-2276,844,1644,FALSE
7556,-13752,-1360,-4697,2337,3544,FALSE
6668,-15212,-1520,-5918,2579,4144,FALSE
6240,-16368,-1628,-5053,1529,3189,FALSE
