a1,a2,a3,g1,g2,g3,LABEL
6360,-16736,-876,-3332,170,1167,FALSE
6820,-16356,-1492,301,-1135,-999,FALSE
6680,-16084,-1564,3636,-2122,-2722,FALSE
7316,-15360,-1672,5938,-2717,-4007,FALSE
7956,-14224,-1244,6116,-2068,-3885,FALSE
7708,-13408,-420,3853,-741,-2190,FALSE
7432,-14348,648,1019,-111,-644,FALSE
7396,-15412,892,-1249,-40,-14,FALSE
7236,-15552,952,-1917,-168,-151,FALSE
8272,-13836,592,-3395,919,586,FALSE
8092,-13316,264,-5866,2723,2479,FALSE
7720,-14512,-32,-6973,3332,3225,FALSE
7716,-15656,-384,-5818,3540,2740,FALSE
6468,-17572,-568,-1755,1836,159,FALSE
7172,-18604,-1060,3898,-868,-3500,FALSE
7964,-16276,-828,8709,-3501,-6407,FALSE
9124,-14068,-760,10848,-3142,-7142,FALSE
10636,-8652,-240,4350,935,-3250,FALSE
9544,-9084,-76,-6880,4489,2875,FALSE
7472,-13804,-216,-12797,5430,5875,FALSE
7380,-15352,-1536,-12776,5835,6508,FALSE
5480,-18684,-1756,-7892,3403,4080,FALSE
4588,-21824,-1180,3004,-2824,-2983,FALSE
7228,-17832,-1164,14101,-7115,-9036,FALSE
10272,-12964,-432,16578,-5926,-9537,FALSE
11684,-6444,668,7867,-461,-3634,FALSE
9732,-8520,1632,-5753,2488,2526,FALSE
8436,-13468,1156,-11656,3968,5214,FALSE
8768,-15340,-316,-12346,5296,5907,FALSE
7108,-16568,-280,-8987,4608,5428,FALSE
5480,-21488,144,-20,-1513,-1596,FALSE
7348,-18236,-340,10992,-5758,-7553,FALSE
9780,-13840,-220,13726,-4465,-7899,FALSE
10932,-7928,484,7352,417,-2945,FALSE
9272,-9108,836,-2911,2851,2684,FALSE
8008,-13524,760,-8850,3681,5237,FALSE
8560,-15048,0,-9320,4441,5862,FALSE
8356,-14500,-88,-8518,5163,6465,FALSE
5592,-18544,-84,-5028,861,3751,FALSE
5616,-21480,-40,5216,-5021,-4542,FALSE
8400,-16348,-828,12895,-6199,-7529,FALSE
10224,-11724,100,12394,-3226,-6249,FALSE
9716,-9244,992,4742,98,-1415,FALSE
8780,-11240,1192,-3242,1444,2055,FALSE
8460,-13980,1380,-7291,2579,3818,FALSE
8940,-14244,592,-8722,3823,4672,FALSE
7092,-15668,368,-7854,3065,4170,FALSE
6548,-18256,-380,-2537,-751,681,FALSE
6800,-19084,-228,6708,-5021,-4775,FALSE
8668,-15112,-344,12192,-5612,-6669,FALSE
10504,-9784,164,8422,-1975,-3217,FALSE
9276,-10072,872,-999,901,1269,FALSE
8160,-12956,1372,-6599,2083,3466,FALSE
8788,-14476,100,-8410,2397,4048,FALSE
8580,-14688,-640,-8004,3920,4364,FALSE
6184,-16244,-476,-4272,1501,3210,FALSE
6860,-19432,-272,2995,-3259,-2112,FALSE
8540,-15952,-112,10174,-5112,-4844,FALSE
10308,-12248,548,10250,-3115,-4123,FALSE
9696,-10224,1632,3449,-334,-413,FALSE
8852,-11992,1644,-3817,1258,2614,FALSE
8484,-14244,1160,-6516,2483,3796,FALSE
7944,-15592,1200,-6391,2775,3476,FALSE
6964,-18256,928,-2190,627,323,FALSE
6748,-18740,1100,4559,-2946,-4121,FALSE
8136,-15412,1060,9422,-4938,-6367,FALSE
10156,-11644,984,8887,-3309,-5023,FALSE
9628,-11152,1600,1805,-823,-218,FALSE
8540,-11472,1348,-5393,1700,2841,FALSE
8040,-13736,564,-8196,2588,4898,FALSE
8284,-14028,112,-8804,3153,5452,FALSE
6504,-16708,-288,-6681,1657,4572,FALSE
5736,-20036,-196,1280,-2874,-1285,FALSE
8740,-17108,-476,9943,-5495,-5393,FALSE
9148,-13868,820,11661,-4521,-6023,FALSE
10008,-12064,1696,9633,-3219,-4890,FALSE
10028,-11072,2320,3807,-1805,-2304,FALSE
9496,-12024,2268,-2208,46,634,FALSE
9396,-13488,1804,-4203,1375,1906,FALSE
8824,-14036,1368,-4856,2291,2345,FALSE
7804,-16336,1068,-2827,858,549,FALSE
8260,-15772,936,1298,-1102,-1680,FALSE
8904,-14468,1120,3766,-1839,-2488,FALSE
9376,-13060,1188,3797,-1358,-1967,FALSE
9580,-11684,1200,813,-229,111,FALSE
9164,-12624,1276,-2501,535,1696,FALSE
9408,-13132,1256,-4490,1577,2835,FALSE
8924,-13956,888,-5374,2286,3358,FALSE
8312,-15080,844,-4823,1835,2838,FALSE
7600,-16136,1108,-1846,-222,1122,FALSE
8820,-15104,1056,1583,-1587,-720,FALSE
9064,-14048,920,2607,-1866,-1158,FALSE
9500,-13084,1356,2039,-1686,-681,FALSE
9672,-12308,1304,-827,-776,1155,FALSE
9268,-13280,1380,-2949,-52,2255,FALSE
8784,-14000,1032,-3892,475,2796,FALSE
8312,-15004,1012,-3526,183,2346,FALSE
7964,-15840,868,-1273,-704,1014,FALSE
8728,-14884,844,1003,-1203,-281,FALSE
8684,-14104,1216,1541,-1454,-520,FALSE
9068,-13080,1028,468,-1171,55,FALSE
8584,-13188,1220,-1555,-519,1534,FALSE
8560,-14180,924,-2571,25,2081,FALSE
8256,-14648,960,-2825,451,2241,FALSE
7716,-15600,848,-2111,-57,1587,FALSE
7980,-15600,544,-184,-929,333,FALSE
8304,-14840,372,689,-1316,-226,FALSE
8440,-14412,464,1243,-1526,-647,FALSE
8696,-14060,424,1129,-1304,-579,FALSE
8672,-13824,740,596,-875,-119,FALSE
8368,-13872,588,-229,-587,498,FALSE
8292,-14332,640,-658,-493,844,FALSE
8316,-14556,644,-581,-525,792,FALSE
8340,-14632,556,-360,-513,691,FALSE
8208,-14640,788,-167,-423,529,FALSE
8392,-14316,972,-316,-340,600,FALSE
8520,-13888,988,-970,-221,901,FALSE
8684,-13532,640,-2248,415,1813,FALSE
8716,-13368,860,-4154,1518,3121,FALSE
8696,-13540,760,-6151,2676,4414,FALSE
7936,-14640,748,-7349,2915,4952,FALSE
7492,-15600,288,-6850,2188,4472,FALSE
7036,-16276,8,-4683,872,2903,FALSE
6956,-16328,-308,-1808,-405,1173,FALSE
7588,-15508,-556,943,-1206,-409,FALSE
7712,-14704,-412,1772,-1272,-900,FALSE
8016,-13748,-216,1183,-928,-523,FALSE
7656,-13716,-236,-747,-200,984,FALSE
7208,-14952,-172,-1471,19,1577,FALSE
7360,-15252,-80,-1207,231,1359,FALSE
7280,-15684,76,-809,27,762,FALSE
6956,-15776,156,-109,-408,194,FALSE
7308,-15188,260,353,-650,-211,FALSE
7228,-15220,276,380,-884,-312,FALSE
6660,-16368,-12,2162,-2070,-1500,FALSE
7700,-15528,-232,4482,-3007,-3000,FALSE
8536,-14260,-120,5507,-2825,-3296,FALSE
8608,-13112,276,4250,-1680,-2221,FALSE
8904,-12444,664,871,15,-29,FALSE
8292,-13056,696,-2643,1348,1832,FALSE
8268,-13824,836,-5653,2737,3557,FALSE
7464,-14840,272,-6686,2912,4323,FALSE
6336,-17308,480,-5234,1522,2857,FALSE
6044,-18332,276,141,-1513,-742,FALSE
7192,-16772,-132,4894,-3208,-3439,FALSE
8380,-14432,-128,6655,-3357,-4516,FALSE
9208,-12200,100,5132,-1762,-3350,FALSE
9172,-11036,652,-341,651,296,FALSE
8500,-12052,1056,-5854,2496,3459,FALSE
7680,-13820,492,-9216,3194,5460,FALSE
7392,-15472,-396,-9730,3156,5911,FALSE
5548,-18508,-124,-5853,655,2740,FALSE
6008,-18624,-712,1233,-2519,-1621,FALSE
7300,-16092,-928,6620,-4196,-4408,FALSE
8548,-13980,-564,8082,-3638,-4851,FALSE
9632,-11768,164,6178,-1633,-3270,FALSE
8776,-11396,828,572,559,700,FALSE
8148,-13184,1064,-4093,1556,2884,FALSE
7968,-14460,860,-6159,2026,4082,FALSE
7316,-15156,692,-6659,1795,4358,FALSE
5920,-18176,-132,-3317,-713,1452,FALSE
6196,-18500,-540,3871,-3380,-2833,FALSE
7904,-15476,-616,7858,-4115,-4937,FALSE
8800,-13180,12,8020,-3086,-4634,FALSE
8952,-11588,452,3717,-1470,-1711,FALSE
7928,-12808,792,-2015,54,1424,FALSE
8212,-14260,472,-4204,1178,2490,FALSE
8092,-14476,308,-5118,2182,3309,FALSE
7376,-14728,32,-5135,2096,3259,FALSE
6136,-17356,92,-2707,-547,896,FALSE
6600,-18224,-264,3180,-3232,-2573,FALSE
8208,-15492,-392,7378,-3756,-4225,FALSE
8740,-13540,524,7620,-3024,-4107,FALSE
9240,-11724,704,4124,-1532,-2104,FALSE
8348,-12248,872,-1736,200,1310,FALSE
8420,-13616,740,-4888,1502,2978,FALSE
8140,-14228,272,-5941,2164,3812,FALSE
7596,-14676,0,-5969,2341,3859,FALSE
7268,-15888,28,-4788,1242,2828,FALSE
6752,-17188,-80,-1384,-592,545,FALSE
7664,-15700,-224,1837,-1137,-1069,FALSE
8036,-14124,300,1902,-876,-1011,FALSE
8068,-13936,456,695,-536,-451,FALSE
8104,-14112,564,-725,-24,358,FALSE
7804,-14552,516,-1399,212,802,FALSE
7780,-15028,184,-1233,109,657,FALSE
7700,-15096,260,-605,-176,284,FALSE
7680,-14868,120,-128,-404,-10,FALSE
7856,-14120,104,-725,-220,355,FALSE
8076,-13660,-20,-2354,578,1391,FALSE
7824,-14216,84,-4029,1419,2464,FALSE
7404,-14756,4,-4394,1481,2662,FALSE
7304,-15584,-72,-3885,1109,2332,FALSE
6892,-16460,-156,-1985,-22,977,FALSE
7444,-15936,-440,705,-1124,-687,FALSE
7876,-14708,-276,1659,-1031,-1056,FALSE
7964,-13988,-112,1194,-775,-743,FALSE
7984,-13728,68,-389,-86,242,FALSE
7536,-14472,-244,-1254,111,819,FALSE
7380,-14880,-124,-1270,236,892,FALSE
7132,-15604,-160,-199,-257,338,FALSE
7212,-15452,-116,912,-882,-412,FALSE
7232,-15624,-136,2118,-1684,-1283,FALSE
8032,-13960,-360,1838,-1546,-1205,FALSE
8060,-13740,-124,120,-674,71,FALSE
7840,-14104,8,-1224,124,974,FALSE
8052,-14052,84,-2447,978,1788,FALSE
7672,-14520,284,-3620,1530,2493,FALSE
7308,-15340,108,-3549,1116,2194,FALSE
6912,-16204,-176,-2139,229,1116,FALSE
7148,-16344,-248,667,-942,-684,FALSE
6388,-17056,-320,4310,-2874,-2981,FALSE
8240,-15000,-372,7122,-3605,-4732,FALSE
8692,-12812,-40,6087,-2471,-3629,FALSE
8752,-11596,172,2270,-844,-981,FALSE
7948,-12576,420,-2634,690,1881,FALSE
8256,-13888,-64,-5421,2026,3626,FALSE
7420,-14812,-388,-6454,2527,4346,FALSE
5984,-17188,-432,-4248,863,2653,FALSE
5592,-19608,-260,1882,-2708,-2007,FALSE
7360,-17164,-460,8928,-5072,-5782,FALSE
9312,-13340,92,10159,-3547,-5848,FALSE
9300,-11008,676,5401,-1410,-2554,FALSE
8424,-11420,1284,-1979,487,1323,FALSE
8388,-13064,1024,-7189,2467,4056,FALSE
8076,-14352,116,-9189,3321,5406,FALSE
7320,-15004,-248,-8720,3685,5604,FALSE
5664,-18516,-548,-5396,686,2608,FALSE
5516,-20772,-312,3921,-3979,-3734,FALSE
8084,-16584,-836,10983,-5301,-6922,FALSE
8744,-13344,160,12576,-4676,-7300,FALSE
9636,-10364,748,8017,-2634,-4391,FALSE
8820,-11000,1520,169,-453,300,FALSE
8400,-13464,1440,-4497,923,2434,FALSE
8520,-14188,608,-6167,1906,3485,FALSE
8196,-14572,-264,-6396,2801,3588,FALSE
7452,-14356,-456,-4771,2882,3327,FALSE
6944,-17296,128,-2901,604,1265,FALSE
7112,-16840,468,1876,-1543,-1073,FALSE
8248,-14376,560,2862,-1244,-1262,FALSE
7956,-13656,664,1141,-945,-703,FALSE
8040,-14248,704,-372,-641,-194,FALSE
8272,-14264,440,-1142,100,399,FALSE
8032,-14556,128,-1327,411,754,FALSE
8076,-14036,144,-1606,484,1019,FALSE
8056,-14460,232,-1977,735,1430,FALSE
7824,-14856,404,-2047,805,1501,FALSE
7500,-15332,104,-1911,445,1162,FALSE
7308,-15704,324,-742,-328,202,FALSE
7672,-15028,144,639,-749,-545,FALSE
7972,-14120,196,679,-514,-330,FALSE
8068,-13508,112,-1045,211,809,FALSE
8232,-12952,264,-3599,1361,2374,FALSE
7716,-14484,80,-5506,1967,3292,FALSE
7352,-15160,92,-5472,1563,3059,FALSE
6660,-16684,-236,-3697,375,1825,FALSE
6892,-17284,-280,938,-1640,-1035,FALSE
7364,-16300,-428,5465,-3368,-3553,FALSE
8672,-13952,-60,6884,-3082,-4265,FALSE
9080,-11976,508,4616,-1699,-2485,FALSE
8436,-11808,628,-1253,648,1065,FALSE
8144,-13504,788,-5741,2316,3449,FALSE
7508,-14848,316,-6643,2474,4092,FALSE
7008,-15344,-164,-6654,2133,3908,FALSE
6120,-18120,-544,-3622,-396,1226,FALSE
6128,-18812,-728,3921,-3543,-3237,FALSE
7952,-16008,-876,9263,-4229,-5698,FALSE
9540,-11608,144,8657,-2784,-4443,FALSE
8512,-11008,796,1983,-351,-448,FALSE
8088,-12928,1028,-3954,983,2225,FALSE
7904,-14536,680,-6101,1945,3544,FALSE
7824,-14696,-16,-6739,2747,4127,FALSE
7040,-14640,-496,-6933,2547,4063,FALSE
6120,-19040,-728,-2488,-1054,156,FALSE
6940,-17912,-904,5524,-3646,-3692,FALSE
8340,-14904,-628,9139,-3612,-5304,FALSE
9780,-10292,404,5653,-1435,-2438,FALSE
8432,-10928,908,-3262,1020,2380,FALSE
7320,-14196,880,-8228,1847,4775,FALSE
7632,-15092,-88,-9030,2295,5434,FALSE
7696,-14444,-1008,-9277,3496,5812,FALSE
6212,-17600,-1000,-5852,1014,3381,FALSE
6280,-19176,-800,2088,-2371,-2070,FALSE
7568,-16448,-888,7649,-3246,-4291,FALSE
8064,-14396,16,8925,-3158,-4782,FALSE
9016,-11652,520,5158,-1599,-2801,FALSE
8044,-12176,716,-791,153,456,FALSE
7820,-14032,696,-3701,921,1878,FALSE
7876,-14428,52,-4926,1930,2882,FALSE
7176,-15072,-364,-5198,1983,3137,FALSE
6292,-17188,-696,-2926,28,934,FALSE
6356,-17928,-768,1815,-2092,-1858,FALSE
7364,-16204,-900,6093,-3027,-4062,FALSE
8312,-13860,-28,7028,-2672,-4528,FALSE
8980,-11552,356,3070,-849,-1687,FALSE
7956,-12476,200,-2586,676,1426,FALSE
7612,-14040,-108,-5793,1604,2985,FALSE
7776,-14192,-632,-6960,2308,3821,FALSE
7360,-14736,-472,-6935,2480,4155,FALSE
6760,-16792,-292,-5032,737,2590,FALSE
6368,-17760,-420,-149,-1405,-200,FALSE
7320,-16072,-436,3348,-2282,-2226,FALSE
7696,-14884,-188,4290,-2975,-3303,FALSE
8144,-14364,124,4095,-2459,-3329,FALSE
8928,-12188,180,827,-613,-998,FALSE
8292,-12340,20,-3606,972,1722,FALSE
7592,-13640,-80,-6691,2234,3952,FALSE
7316,-14720,-604,-7665,2269,4567,FALSE
7268,-15544,-1004,-7184,1866,3977,FALSE
6332,-17684,-1504,-3521,131,1640,FALSE
6540,-17484,-1592,2582,-2129,-2058,FALSE
7204,-15576,-1572,6176,-3168,-3980,FALSE
8180,-13848,-620,6029,-2329,-3637,FALSE
8092,-13156,-140,3042,-1054,-1876,FALSE
7680,-13972,-200,-444,-194,-293,FALSE
7612,-14512,-312,-2148,482,764,FALSE
7748,-14688,-400,-3075,1156,1318,FALSE
7672,-15020,-576,-2548,860,1000,FALSE
7736,-15640,-716,-906,336,15,FALSE
8092,-15024,-408,411,149,-484,FALSE
8004,-14484,-568,287,245,-278,FALSE
7736,-14512,-412,-415,163,61,FALSE
7328,-15232,-712,-318,-223,-98,FALSE
7108,-15520,-1240,1106,-1322,-980,FALSE
7700,-15220,-1204,2572,-1967,-1842,FALSE
8056,-14448,-956,4035,-2384,-2474,FALSE
9440,-11908,-516,1862,-594,-787,FALSE
8752,-12472,-200,-2478,1175,2081,FALSE
7996,-13900,24,-5590,2025,3512,FALSE
7920,-14352,-88,-6578,2252,4048,FALSE
7472,-15328,-356,-6696,2190,3874,FALSE
6344,-17604,-920,-3143,150,1496,FALSE
7040,-17360,-1272,2492,-1854,-1835,FALSE
7316,-15844,-1132,6021,-2982,-3820,FALSE
8692,-13916,-412,6545,-2356,-3964,FALSE
9128,-11764,-92,2599,-128,-1065,FALSE
8092,-12756,-168,-2315,1422,1535,FALSE
7784,-13952,-160,-5355,2595,3082,FALSE
7524,-14528,-576,-6535,3140,3785,FALSE
6892,-16400,-1020,-5077,2378,3232,FALSE
5480,-18268,-1056,192,-203,-106,FALSE
6920,-16312,-1088,4355,-2114,-2526,FALSE
7900,-14848,-976,5576,-2718,-3144,FALSE
9068,-13248,-800,4351,-1765,-2474,FALSE
9092,-12400,-112,1016,-214,-334,FALSE
8164,-13836,-196,-1631,350,1015,FALSE
8204,-14476,-292,-1810,347,1419,FALSE
7652,-15224,-152,-1107,-72,1177,FALSE
7720,-15320,76,87,-819,256,FALSE
8072,-14720,172,502,-1011,-95,FALSE
7936,-14536,144,-18,-833,134,FALSE
7740,-14776,-60,-260,-680,180,FALSE
7852,-14612,-236,-335,-602,254,FALSE
7880,-14580,-152,-355,-413,441,FALSE
7880,-14568,-208,-268,-359,489,FALSE
8020,-14452,-136,-418,-242,632,FALSE
8048,-14584,-16,-482,-71,772,FALSE
7996,-14688,132,-520,-76,768,FALSE
7856,-14704,68,-481,-174,637,FALSE
7884,-14636,-284,-434,-377,642,FALSE
7608,-14744,-552,-380,-497,647,FALSE
7576,-14572,-732,-363,-543,697,FALSE
7592,-14744,-564,-162,-437,756,FALSE
7672,-14868,-632,-197,-301,802,FALSE
7564,-14792,-404,-195,-390,717,FALSE
7464,-14872,-300,-161,-452,700,FALSE
7452,-14876,-388,-199,-568,728,FALSE
7284,-14856,-456,-183,-709,840,FALSE
7444,-14836,-524,-144,-715,932,FALSE
7472,-15124,-532,-262,-818,914,FALSE
6780,-14696,-444,-157,-889,852,FALSE
7600,-15480,-492,-124,-891,800,FALSE
7332,-14988,-680,4,-840,725,FALSE
7256,-14788,-368,-159,-830,733,FALSE
7468,-15096,-296,-257,-764,748,FALSE
7404,-15040,-280,-260,-762,768,FALSE
7288,-14868,-208,-467,-847,808,FALSE
7256,-14956,-284,-598,-1004,877,FALSE
6936,-15284,-532,-441,-1138,861,FALSE
7212,-15036,-484,-210,-1257,822,FALSE
7424,-14960,-672,-235,-1255,733,FALSE
7408,-14796,-544,-382,-1160,631,FALSE
7372,-14800,-524,-484,-1135,544,FALSE
7452,-15012,-524,-639,-942,451,FALSE
7172,-15248,-448,-609,-870,350,FALSE
7032,-15164,-388,-562,-1023,97,FALSE
7072,-14996,-588,-500,-856,70,FALSE
7120,-15044,-800,-508,-391,225,FALSE
7100,-15092,-700,-577,-134,156,FALSE
7132,-15252,-608,-671,64,41,FALSE
7048,-15464,-488,-594,172,-156,FALSE
7188,-15276,-260,-617,416,-171,FALSE
7136,-14884,-152,-901,602,56,FALSE
7212,-14988,96,-1314,855,265,FALSE
7168,-15068,-236,-1562,654,145,FALSE
7272,-15096,-588,-1583,474,-18,FALSE
8024,-14952,-608,-1432,502,-112,FALSE
7968,-14320,-884,-1591,692,112,FALSE
8020,-13968,-876,-1976,1004,565,FALSE
7784,-14240,-1256,-2404,1019,1086,FALSE
7328,-14976,-1464,-2005,626,913,FALSE
7204,-15280,-1212,-993,120,488,FALSE
7168,-15320,-872,-178,-195,113,FALSE
7076,-15076,-888,-160,-458,-17,FALSE
6856,-15220,-952,-212,-717,-124,FALSE
7240,-14968,-876,-227,-649,-17,FALSE
7096,-14468,-1188,-888,-209,684,FALSE
7124,-14904,-1108,-1204,20,923,FALSE
7340,-14936,-964,-1372,355,865,FALSE
7256,-15132,-1072,-1417,562,650,FALSE
7016,-15436,-920,-901,396,25,FALSE
7104,-15124,-920,-217,261,-357,FALSE
7460,-14560,-876,-25,445,-448,FALSE
7520,-14604,-688,-295,599,-350,FALSE
6884,-15464,-640,223,93,-725,FALSE
7280,-15468,-644,1475,-482,-1585,FALSE
7560,-13868,-920,986,200,-935,FALSE
7816,-13312,-512,-1041,985,317,FALSE
7776,-13312,-756,-4292,2463,2656,FALSE
6312,-15608,-956,-5540,2618,3315,FALSE
5232,-18244,-1216,-1728,-138,606,FALSE
5520,-19000,-1512,4636,-3555,-3777,FALSE
7280,-16120,-1732,9988,-5007,-6646,FALSE
9060,-13080,-1280,11117,-3952,-6889,FALSE
10220,-8848,-260,4271,167,-1831,FALSE
8556,-11236,856,-5231,3062,2850,FALSE
7280,-14560,720,-8753,3739,4883,FALSE
6888,-15508,-472,-9345,3768,5602,FALSE
5212,-19384,-692,-5710,851,2515,FALSE
5956,-19192,-732,2624,-3390,-2842,FALSE
8044,-15528,-1144,7106,-4170,-4897,FALSE
9872,-12348,-768,6068,-1997,-3775,FALSE
9484,-9900,-572,-285,1440,750,FALSE
8208,-12412,-732,-6516,3348,3963,FALSE
7576,-15072,-920,-7205,3209,4598,FALSE
6940,-16256,-1280,-5263,2188,3875,FALSE
5876,-19020,-684,733,-2036,-775,FALSE
6908,-16988,-1080,7903,-5098,-4948,FALSE
8776,-14600,-1120,10097,-4525,-5826,FALSE
10272,-11020,-448,7968,-1622,-4033,FALSE
8448,-10252,372,-337,1555,1428,FALSE
7868,-13024,1012,-7035,2687,4392,FALSE
7528,-14648,364,-9891,3090,5500,FALSE
6800,-16824,-248,-9204,2622,5053,FALSE
4828,-20344,-600,-3236,-780,267,FALSE
5788,-18484,-1112,5792,-4385,-4658,FALSE
7912,-14952,-1608,9833,-4651,-6245,FALSE
9600,-11656,-1052,9135,-2338,-4866,FALSE
8768,-10804,-32,3291,507,-146,FALSE
8040,-11984,488,-4208,2177,3360,FALSE
7712,-14512,472,-7438,2745,4998,FALSE
7700,-14932,-148,-8710,3495,5485,FALSE
5908,-17108,-640,-7247,1665,4243,FALSE
4536,-21452,-812,1220,-3554,-2577,FALSE
7116,-17400,-1468,10977,-6609,-7277,FALSE
9284,-13464,-852,13098,-5082,-7684,FALSE
9976,-9276,256,7312,-1885,-3062,FALSE
8196,-11184,1100,-1965,-553,1640,FALSE
8120,-14148,728,-6049,-26,3746,FALSE
8320,-14536,-272,-7005,1026,4631,FALSE
7128,-15232,-892,-6163,1269,4498,FALSE
6172,-19328,-740,-862,-2296,9,FALSE
6828,-17924,-640,7207,-5367,-4944,FALSE
9332,-13696,-648,9685,-4759,-5420,FALSE
9832,-10648,564,5896,-1966,-2310,FALSE
8408,-11868,1404,-1243,-168,1194,FALSE
8108,-13888,1080,-5580,844,2988,FALSE
7860,-13908,408,-7824,1770,4429,FALSE
7700,-15536,-324,-7652,1467,4228,FALSE
6812,-17236,-700,-3104,-386,1785,FALSE
7556,-16460,-1116,1896,-1748,-1001,FALSE
8092,-15112,-452,3911,-2370,-2405,FALSE
8532,-14248,-308,4052,-2223,-2867,FALSE
8596,-13384,-412,3191,-1716,-2605,FALSE
8564,-13328,-192,1548,-667,-1426,FALSE
8204,-13656,-20,-216,293,145,FALSE
7612,-14748,-12,-1083,503,832,FALSE
8044,-15028,96,-961,492,841,FALSE
7972,-14988,200,-814,437,757,FALSE
7848,-14804,92,-796,270,500,FALSE
8008,-14440,-4,-917,141,560,FALSE
7876,-14600,-292,-1090,-22,765,FALSE
7632,-14820,-352,-944,-305,773,FALSE
7600,-14916,-364,-635,-507,626,FALSE
7616,-15016,-244,-278,-691,347,FALSE
7792,-14900,112,-244,-716,225,FALSE
7856,-14720,56,-489,-543,324,FALSE
7980,-14788,132,-824,-396,388,FALSE
7996,-14468,332,-1217,-342,545,FALSE
7904,-14760,236,-1645,-244,638,FALSE
7796,-14532,220,-1761,-112,705,FALSE
8048,-14612,364,-2148,205,924,FALSE
7920,-14764,196,-2670,397,1121,FALSE
7760,-15208,140,-2797,189,970,FALSE
7708,-15200,-152,-2498,-62,646,FALSE
7604,-15216,-356,-2055,-164,338,FALSE
7840,-14740,-896,-1836,-153,186,FALSE
7900,-14704,-1104,-1890,225,264,FALSE
7828,-14144,-1280,-2565,689,773,FALSE
7912,-13772,-1300,-3963,1467,1827,FALSE
7688,-14192,-1752,-5273,2033,2772,FALSE
7640,-14192,-2360,-5862,2211,3131,FALSE
7656,-14556,-2072,-5101,1927,2959,FALSE
7384,-15528,-2276,-2868,804,1632,FALSE
7696,-15620,-2072,575,-440,-362,FALSE
7980,-15260,-1932,3484,-1417,-1761,FALSE
8288,-14432,-1616,5159,-2195,-2835,FALSE
8296,-14176,-1280,5539,-2458,-2960,FALSE
8204,-13852,-1000,4790,-2368,-2342,FALSE
8128,-13616,-468,3097,-1811,-1100,FALSE
7964,-13812,368,805,-1139,610,FALSE
7824,-14600,440,-672,-596,1573,FALSE
7428,-14812,320,-1604,-383,1894,FALSE
7284,-15200,76,-1998,-138,1987,FALSE
6568,-16588,28,-524,-488,1059,FALSE
5480,-17820,8,2588,-2426,-1254,FALSE
7280,-16936,132,5597,-4831,-3837,FALSE
8588,-15888,-48,8920,-4717,-5526,FALSE
8572,-14328,-120,9490,-4335,-5843,FALSE
8832,-12904,-80,7750,-3421,-4835,FALSE
9732,-10088,-144,2072,-1139,-1006,FALSE
8648,-11060,320,-6488,2033,4303,FALSE
7244,-13856,100,-11229,3048,6908,FALSE
7528,-15312,-1516,-11749,3772,7616,FALSE
6836,-16356,-2164,-9151,4391,6741,FALSE
6004,-16364,-960,-5733,2775,4012,FALSE
6896,-19104,-788,-724,-859,-322,FALSE
7188,-18604,-1060,6632,-3128,-4564,FALSE
8140,-15328,-708,10442,-3208,-6878,FALSE
8968,-11380,-888,7228,-1406,-4491,FALSE
7724,-11948,-168,1601,664,-1209,FALSE
7312,-13372,176,-2329,1377,61,FALSE
8460,-14588,-620,-3318,2465,1353,FALSE
8272,-14192,464,-2533,2994,1934,FALSE
8360,-15652,648,-1817,1409,1093,FALSE
8648,-15432,212,539,84,-604,FALSE
8972,-13772,84,693,779,-395,FALSE
8528,-13456,-336,-547,1757,526,FALSE
8548,-13476,232,-2442,2769,1409,FALSE
7856,-14420,52,-3692,2888,2163,FALSE
6456,-16668,44,-1919,1041,883,FALSE
6784,-17256,-496,1842,-1242,-1548,FALSE
7808,-15956,-824,6207,-2760,-4067,FALSE
8524,-13716,-616,7267,-2174,-4136,FALSE
9152,-12008,-16,4548,-614,-1854,FALSE
8376,-12760,952,-338,827,703,FALSE
8844,-13148,1188,-3865,2042,2221,FALSE
8160,-14292,976,-5856,2422,3380,FALSE
7432,-15420,1020,-5818,1627,2986,FALSE
7340,-16244,32,-3516,244,1593,FALSE
7140,-16264,-304,-456,-786,-41,FALSE
7536,-15012,-444,1487,-1206,-942,FALSE
7992,-14104,-552,1524,-1283,-1045,FALSE
8584,-13868,-112,437,-546,-412,FALSE
8488,-14100,-52,-614,211,213,FALSE
8140,-14484,200,-1402,366,528,FALSE
8040,-14760,-16,-1604,104,623,FALSE
7876,-14964,-248,-1196,-321,362,FALSE
7836,-14680,-296,-629,-424,76,FALSE
7940,-14648,-464,-356,-308,-52,FALSE
7896,-14444,-256,-318,-109,-60,FALSE
7980,-14356,-100,-573,11,179,FALSE
8012,-14132,28,-848,58,402,FALSE
8320,-14296,124,-1091,157,573,FALSE
8604,-14440,252,-1165,392,705,FALSE
8280,-14484,716,-1195,485,703,FALSE
8132,-14580,660,-1298,338,479,FALSE
8084,-14740,364,-1167,241,271,FALSE
8080,-14884,364,-713,514,150,FALSE
7896,-14984,384,-594,714,-18,FALSE
8088,-14760,472,-894,767,-96,FALSE
8160,-14588,444,-1772,869,152,FALSE
8192,-14472,240,-2730,990,505,FALSE
8044,-14440,-252,-3257,1133,836,FALSE
8032,-14560,-568,-3063,1207,906,FALSE
7736,-15092,-580,-2146,680,442,FALSE
7748,-15148,-604,-527,-303,-513,FALSE
